isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_client_roles_business_logic_or_rule_processing,tech_tf_client_roles_data_entry_and_validation,tech_tf_client_roles_data_retrieval_and_presentation,tech_tf_client_roles_missing,tech_tf_client_roles_run_a_computer_human_interface,tech_tf_client_roles_security,tech_tf_client_roles_web_public_interface,tech_tf_client_roles_web_html_browser,tech_tf_server_roles_database_server,tech_tf_server_roles_file_print_server,tech_tf_server_roles_ftp_server,tech_tf_server_roles_html_web_server,tech_tf_server_roles_mail_server,tech_tf_server_roles_messaging_server,tech_tf_server_roles_missing,tech_tf_server_roles_multi_user_legacy_application,tech_tf_server_roles_object_component_server,tech_tf_server_roles_security_authentication,external_eef_industry_sector_Service_Industry,project_prf_application_group_Business_Application,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_2GL,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XS,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
27610,2006,transport & storage,financial transaction process/accounting,RPG,509,2860,381,9.229933,3.0350964,,49.992928,2.414163,12.565883,9.5711,17,0,2.4416547,4.0,6.0,0.9236392,3.0,5.951931,0.28962263,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10393,2008,transport & storage,missing,RPG,28,117,101,0.59114736,0.74607444,37.398384,22.993786,4.240006,1.5226047,3.7977238,11,2,2.7338476,4.0,,0.9856037,7.0,2.1008253,0.72252715,,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True
14621,2008,community services,"document management; job, case, incident, project management",ABAP,500,1917,2152,9.209145,7.3923507,15.011427,5.1918216,,21.532389,13.104141,17,2,1.5242784,1.0,16.0,0.014826929,1.0,12.352484,5.726189,0.0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True
10426,2009,post/mail services,financial transaction process/accounting,Java,350,3212,1555,12.953723,7.9912896,30.622625,84.52082,2.0537984,14.650482,5.735726,14,2,1.4938141,3.0,2.0,1.7779038,4.0,2.5824256,,0.0,4.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False
17833,2008,"art , events , ticketing",catalogue/register of things or events; workflow support & management,ABAP,300,1994,1082,7.96119,3.7576783,,20.332026,2.8970296,5.5256147,9.549604,4,3,1.3190626,5.0,7.0,0.5427522,9.0,4.030965,16.992807,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
31862,2006,community services,electronic data interchange,PL/I,215,1931,439,6.984714,5.6483855,52.594433,58.93335,,5.4128084,14.491978,15,2,,,7.0,0.0010129029,,8.140047,34.631706,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
24820,2009,surveillance & security,catalogue/register of things or events; electronic data interchange; financial transaction process/accounting,APPS,719,5273,10474,10.804807,16.843788,4.620069,80.91834,4.1460867,13.311609,7.0937276,15,2,1.000259,6.0,8.0,0.1012237,2.0,4.9859834,0.9694904,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
16792,2011,community services,missing,ABAP,147,163,347,1.6117989,2.433754,,5.55476,5.007926,10.069509,3.1293838,2,2,1.0004857,4.0,6.0,0.37134176,3.0,2.642258,6.174989,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15011,2006,community services,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",Visual Basic,103,9308,4377,22.07918,12.00418,32.87885,9.136563,1.6082772,6.1997895,13.066809,4,2,2.3641248,5.0,4.0,0.5322265,1.0,5.234688,16.942831,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
11647,2006,community services,financial transaction process/accounting,Java,321,6121,5094,17.288084,13.165541,34.493134,12.273166,,7.6827173,6.819022,17,2,2.061735,2.0,,0.083670236,1.0,3.6230724,12.182529,3.0,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True
11647,2009,transport & storage,catalogue/register of things or events,Visual Basic,182,9698,6276,19.339659,9.20889,62.849373,5.534641,,7.3033834,10.156083,3,2,1.062859,5.0,,6.9830704,7.0,3.89359,29.907715,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12301,2010,community services,electronic data interchange,Java,202,736,1008,8.742742,9.320654,20.480042,135.28383,5.025498,8.763229,4.0170913,16,7,1.0711602,3.0,5.0,0.19464819,,3.0980837,4.4536085,1.0,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True
11055,2010,"art , events , ticketing",financial transaction process/accounting,ABAP,375,606,260,3.1568675,2.7313924,9.570071,131.4079,,3.4758384,8.463639,14,2,,,6.0,1.6985875,,6.530749,2.1730514,0.0,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False
32308,2009,community services; government,financial transaction process/accounting,ABAP,292,956,1094,8.957601,19.530346,27.477243,7.7236104,9.071154,16.37927,5.490646,17,7,3.3705642,4.0,,0.31790566,,8.255556,,0.0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
24820,2011,air traffic management,workflow support & management,Java,232,4838,4165,12.71428,10.9429245,,5.182652,1.2453684,18.218452,7.389241,17,2,1.0469172,2.0,7.0,1.4073355,2.0,6.6303325,1.7088352,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
20566,2010,surveillance & security,customer billing; financial transaction process/accounting,PL/I,390,2138,3954,11.2616005,15.148111,7.604248,26.099625,,17.537514,9.920998,11,4,,1.0,10.0,1.8373721,,,2.0635664,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
16446,2005,transport & storage,financial transaction process/accounting,Assembler,707,6777,7260,10.391973,8.144994,14.948535,169.8,,2.5567334,14.521964,17,2,1.3643205,1.0,9.0,6.2583814,1.0,4.895122,33.953266,0.0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
11262,2012,community services,financial transaction process/accounting,APPS,38,611,2407,4.0860906,8.08409,26.690136,5.100001,1.2898005,7.226446,6.037706,17,0,,1.0,10.0,0.4383171,3.0,4.3439403,11.043541,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
22450,2009,community services,"document management; job, case, incident, project management",Proprietary Agile Platform,95,2900,4904,10.72013,13.956041,14.67738,11.356615,,3.4287462,8.614372,11,4,1.0350095,2.0,3.0,,2.0,2.185278,0.7402634,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
11647,2012,transport & storage,financial transaction process/accounting,PL/I,46,690,1543,7.6129084,25.733658,22.775412,5.156935,,6.1496706,4.233916,16,0,1.3885881,1.0,9.0,3.3878167,1.0,6.700889,27.186682,2.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
11966,2004,"art , events , ticketing",customer billing/relationship management,RPG,441,1166,1781,2.3904018,3.0442176,38.810383,169.8,2.6872091,2.3609414,9.041891,12,0,,1.0,3.0,2.702575,5.0,,5.1255007,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
13597,2009,community services; invoice-handling,electronic data interchange,RPG,196,789,1586,3.352631,4.3455415,42.583237,93.55977,3.1966093,2.2389958,6.6484,8,2,1.0050131,3.0,6.0,0.14134604,5.0,6.2715597,0.7679733,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
12301,2007,community services; municipality,logistic or supply planning & control; management or performance reporting,APPS,1325,37995,47424,56.51866,37.553185,6.5462503,41.057762,2.4110537,19.709463,20.009308,2,2,1.1663867,1.0,12.0,0.7216283,4.0,5.655285,2.0687952,,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
31862,2010,community services; institutions eg. kindergartens,workflow support & management,RPG,171,1236,348,4.547237,2.5452023,49.909073,7.115863,1.0779723,6.74404,6.5789046,10,2,1.0048013,6.0,9.0,4.841406,,2.9852316,0.45637628,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
18878,2008,surveillance & security,airport weather observation systems; meteorological  events detection,PL/I,70,10571,8044,47.279625,43.101295,32.192066,5.669112,,7.4008045,15.715203,17,0,,2.0,8.0,0.68616337,1.0,14.297428,15.387123,2.0,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
20566,2007,post,"job, case, incident, project management; software for communities to support administration",.Net,623,15316,16245,34.523853,32.66589,,9.121799,2.3999476,11.709738,13.982995,13,4,1.0078032,2.0,4.0,3.3128384e-07,9.0,1.854945,5.0924025,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24389,2006,community services,catalogue/register of things or events,RPG,155,4167,5376,5.361631,10.046648,11.021383,154.37314,7.5300665,1.8944451,5.6525383,15,2,4.7067256,,8.0,,2.0,7.321729,24.947086,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
17833,2010,post/mail services,electronic data interchange,RPG,723,347,158,1.5437714,0.9224877,11.571352,61.710022,2.807583,14.203975,7.4846363,15,0,1.2733003,2.0,7.0,0.21161889,4.0,3.447092,34.00574,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
12581,2007,post/mail services,online analysis and reporting,Java,42,14324,7747,57.425915,41.90599,5.656529,5.13945,,10.678896,12.884687,11,4,,1.0,5.0,0.5639594,1.0,3.8848796,21.35568,,1.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False
12498,2011,transport & storage,financial transaction process/accounting,PL/I,67,90,88,0.8906944,2.4346488,40.156063,10.375161,6.518184,8.007996,3.2281454,7,0,1.0620869,4.0,5.0,5.9803724,,2.5670555,24.1806,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
22450,2006,surveillance & security,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",C,516,14217,8661,18.205845,13.927648,59.748653,135.03333,7.572865,7.081555,6.5131516,2,2,4.627852,1.0,3.0,1.3016292,1.0,6.4252715,0.14006269,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
25120,2010,"art , events , ticketing","document management; job, case, incident, project management",Java,47,2681,3852,10.241853,10.560375,,10.309608,,2.5046556,4.75099,17,4,1.0082266,7.0,4.0,,1.0,4.300262,15.325077,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True
10426,2013,surveillance & security,customer billing; financial transaction process/accounting,.Net,152,2337,5215,7.880799,11.560379,23.570211,7.707607,4.5825076,8.29002,5.012459,15,2,,1.0,8.0,3.9361541,1.0,,1.4522642,2.0,0.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True
10059,2009,transport & storage,financial transaction process/accounting,PL/I,46,3314,2196,24.615545,22.261799,16.180536,5.1000204,1.2859955,12.212861,7.866125,17,2,1.1800672,2.0,,0.9526716,2.0,3.6193337,18.333582,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
11278,2010,transport & storage,online analysis and reporting,Missing,232,8496,4321,24.412886,14.843647,,5.102144,2.1620488,17.863964,11.345578,13,4,2.6381788,4.0,7.0,0.018112037,4.0,,,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
10426,2013,food processing,financial transaction process/accounting,Java,23,83,81,1.4851811,2.4267666,29.624857,6.4536767,10.260666,1.8223478,3.0002434,16,2,1.0306207,4.0,3.0,0.084703356,3.0,,24.43327,2.0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
17867,2009,"art , events , ticketing",missing,PL/I,237,8841,5719,22.502726,13.80219,19.430326,114.27526,1.7285684,10.549062,10.643516,14,2,1.0510004,1.0,13.0,1.6120483,2.0,,27.889114,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
26195,2008,community services,"job, case, incident, project management; workflow support & management",APPS,48,894,1096,10.305467,14.639813,16.365604,5.7295356,1.6572919,3.6225855,5.0827394,10,2,1.006412,1.0,3.0,5.5181972e-05,1.0,3.9299755,11.3706255,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
12498,2013,post/mail services,airport weather observation systems; meteorological  events detection,.Net,49,167,107,0.8881671,0.78075606,27.175987,16.7444,2.4563637,2.7448738,4.6289268,16,0,,2.0,5.0,0.029614609,2.0,2.307748,,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10393,2005,community services; government,financial transaction process/accounting,PL/I,350,152,122,0.78905237,1.1156809,34.183487,160.12244,3.6590426,4.0754414,4.524219,6,0,1.7183148,,8.0,0.028619701,2.0,11.236042,9.259051,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
20566,2009,community services,complex process control; workflow support & management,PL/I,516,3663,2595,8.2939,3.3277175,8.164727,169.8,1.9597516,2.7710166,13.241934,16,2,4.012826,5.0,,,6.0,10.381804,10.904224,0.0,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
32308,2010,community services; government; public administration,geographic or spatial information system,Assembler,402,459,793,1.59514,2.0263808,40.111713,5.6363993,9.243052,5.320722,8.512156,15,0,2.2210693,,6.0,0.0013315494,2.0,5.176086,,,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
17867,2010,community services,electronic data interchange,JavaScript,62,1086,639,3.3802097,2.261839,23.52277,5.9872518,5.1075897,4.3751173,4.0706873,17,4,1.0496849,1.0,3.0,1.4616867,1.0,,9.889555,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
12498,2003,"art , events , ticketing",customer relationship management,SQL,856,25334,16678,54.668045,27.749228,15.93938,139.03731,,8.778146,28.834204,10,0,,1.0,9.0,0.00036672692,2.0,8.0308485,34.285053,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
